,id,name,age,nationality,overall,potential,club,value,wage,preferred_foot,international_reputation,skill_moves,position,joined,contract_valid_until,height,weight,release_clause
209,199987,J. Cillessen,29,Netherlands,82,84,FC Barcelona,18000,135,Right,3,1,GK,2016,2021-01-01,185.42,83.082,38300
210,199451,W. Ben Yedder,27,France,82,82,Sevilla FC,23500,28,Right,2,4,RS,2016,2021-01-01,170.18,68.1,49400
211,198950,Pablo Sarabia,26,Spain,82,83,Sevilla FC,26000,26,Left,2,4,RCM,2016,2020-01-01,175.26,69.916,56600
212,198706,Luis Alberto,25,Spain,82,85,Lazio,28500,67,Right,2,4,CF,2016,2022-01-01,182.88,74.002,50600
213,198164,Jonathan Viera,28,Spain,82,82,Beijing Sinobo Guoan FC,22500,31,Right,2,4,LF,2018,2020-01-01,170.18,64.014,49500
214,198141,Bartra,27,Spain,82,83,Real Betis,21000,32,Right,3,3,CB,2018,2023-01-01,182.88,73.094,45700
215,195093,Willian José,26,Brazil,82,83,Real Sociedad,26500,44,Right,2,4,ST,2016,2024-01-01,187.96,93.07,57600
216,193469,Víctor Ruiz,29,Spain,82,83,Villarreal CF,19500,43,Left,2,2,LCB,2015,2019-01-01,185.42,78.088,42400
217,193283,T. Delaney,26,Denmark,82,83,Borussia Dortmund,21500,61,Left,2,3,LCM,2018,2022-01-01,182.88,78.996,38200
218,192318,M. Götze,26,Germany,82,85,Borussia Dortmund,27000,67,Right,4,4,CM,2016,2020-01-01,175.26,74.91,47900
219,192227,S. Mustafi,26,Germany,82,84,Arsenal,22500,115,Right,3,2,RCB,2016,2021-01-01,182.88,82.174,44400
220,191180,J. Pastore,29,Argentina,82,82,Roma,21500,84,Right,3,4,CAM,2018,2022-01-01,187.96,78.088,36600
221,189505,Pedro,30,Spain,82,82,Chelsea,21000,140,Right,3,4,RW,2015,2020-01-01,170.18,64.922,38900
222,189125,G. Bonaventura,28,Italy,82,82,Milan,22000,115,Right,3,4,CM,2014,2020-01-01,180.34,74.91,37400
223,188803,Taison,30,Brazil,82,82,Shakhtar Donetsk,21000,1,Right,2,4,LM,2013,2021-01-01,172.72,64.014,44100
224,187936,S. Nzonzi,29,France,82,82,Roma,17000,77,Right,2,2,CDM,2018,2022-01-01,195.58,74.91,28900
225,186345,K. Trippier,27,England,82,82,Tottenham Hotspur,18500,99,Right,2,3,RB,2015,2022-01-01,177.8,72.186,34200
226,184431,S. Giovinco,31,Italy,82,82,Toronto FC,20000,15,Right,2,4,CF,2015,2019-01-01,162.56,60.836,30000
227,184200,M. Arnautović,29,Austria,82,82,West Ham United,22000,120,Right,3,4,LS,2017,2022-01-01,193.04,83.082,41800
228,184144,N. Gaitán,30,Argentina,82,82,Dalian YiFang FC,21000,22,Left,3,4,CAM,2018,2021-01-01,172.72,66.284,45200
229,183711,J. Henderson,28,England,82,82,Liverpool,18000,125,Right,2,3,RCM,2011,2020-01-01,182.88,79.904,34200
230,183574,M. Kruse,30,Germany,82,82,SV Werder Bremen,21500,45,Left,2,4,ST,2016,2019-01-01,180.34,76.272,36600
231,183498,M. Parolo,33,Italy,82,82,Lazio,9000,59,Right,2,3,RDM,2014,2020-01-01,182.88,74.91,15300
232,183280,A. Rami,32,France,82,82,Olympique de Marseille,12500,57,Right,3,2,RCB,2017,2021-01-01,190.5,89.892,23800
233,181291,G. Wijnaldum,27,Netherlands,82,82,Liverpool,23000,130,Right,3,4,CAM,2016,2021-01-01,175.26,69.008,43700
234,179847,F. Fazio,31,Argentina,82,82,Roma,15000,73,Right,3,2,LCB,2017,2020-01-01,195.58,84.898,25500
235,178509,O. Giroud,31,France,82,82,Chelsea,20000,140,Left,3,3,ST,2018,2019-01-01,193.04,92.162,37000
236,173521,Marcano,31,Spain,82,82,Roma,15000,73,Left,3,2,CB,2018,2021-01-01,187.96,77.18,25500
237,171897,A. Guardado,31,Mexico,82,82,Real Betis,19000,35,Left,3,4,CM,2017,2020-01-01,170.18,67.192,39900
238,170481,E. Garay,31,Argentina,82,82,Valencia CF,15000,44,Right,3,2,RCB,2016,2020-01-01,187.96,89.892,31500
239,168530,Jardel,32,Brazil,82,82,SL Benfica,12500,17,Right,2,2,LCB,2011,2021-01-01,193.04,87.168,25000
240,168435,S. Sirigu,31,Italy,82,82,Torino,13500,45,Right,3,1,GK,2017,2022-01-01,193.04,79.904,23000
241,168354,E. Viviano,32,Italy,82,82,Sporting CP,12500,15,Left,2,1,GK,2018,2020-01-01,195.58,89.892,25000
242,165229,L. Koscielny,32,France,82,82,Arsenal,12500,115,Right,3,2,CB,2010,2020-01-01,185.42,74.91,23800
243,163489,A. Consigli,31,Italy,82,82,Sassuolo,13500,52,Right,2,1,GK,2014,2022-01-01,187.96,82.174,23000
244,158963,L. Biglia,32,Argentina,82,82,Milan,12500,98,Right,3,3,CDM,2017,2020-01-01,177.8,63.106,21300
245,146530,Dani Alves,35,Brazil,82,82,Paris Saint-Germain,4800,62,Right,4,4,RB,2017,2019-01-01,172.72,68.1,8900
246,113422,David Villa,36,Spain,82,82,New York City FC,8000,12,Right,3,4,ST,2014,2018-01-01,175.26,69.008,12000
247,106231,Aduriz,37,Spain,82,82,Athletic Club de Bilbao,8000,29,Right,3,3,ST,2012,2019-01-01,182.88,78.088,16800
248,5479,Casillas,37,Spain,82,82,FC Porto,1500,10,Left,4,1,GK,2015,2019-01-01,185.42,83.99,3000
249,231677,M. Rashford,20,England,81,89,Manchester United,27000,110,Right,2,4,LW,2014,2020-01-01,185.42,69.916,55400
250,230271,Laure Santeiro,30,Brazil,81,81,Fluminense,17000,40,Left,1,4,CAM,2018,2021-01-01,170.18,63.106,32300
251,228702,F. de Jong,21,Netherlands,81,89,Ajax,26000,19,Right,1,4,LDM,2015,2022-01-01,180.34,69.916,41600
252,227928,Nélson Semedo,24,Portugal,81,86,FC Barcelona,20000,125,Right,2,4,RB,2017,2022-01-01,177.8,67.192,42500
253,226456,Pablo Fornals,22,Spain,81,86,Villarreal CF,24000,36,Right,1,4,CAM,2017,2022-01-01,177.8,67.192,52200
254,226271,Fabián,22,Spain,81,89,Napoli,26000,64,Left,1,4,LM,2018,2023-01-01,187.96,69.916,49400
255,222509,Dani Ceballos,21,Spain,81,88,Real Madrid,25000,120,Right,1,4,LCM,2017,2023-01-01,177.8,69.916,56300
256,221992,H. Lozano,22,Mexico,81,86,PSV,24000,22,Right,3,4,LS,2017,2023-01-01,175.26,69.916,35400
257,216475,Morales,30,Spain,81,81,Levante UD,17000,33,Right,1,4,LS,2011,2021-01-01,180.34,69.916,35700
258,216409,M. Politano,24,Italy,81,84,Inter,22500,57,Left,2,4,RM,2016,2019-06-30,170.18,67.192,4585.060806
259,216201,Williams,24,Spain,81,87,Athletic Club de Bilbao,24500,31,Right,2,4,LW,2012,2025-01-01,185.42,78.996,56400
260,214997,A. Correa,23,Argentina,81,87,Atlético Madrid,24500,54,Right,1,4,RM,2014,2024-01-01,170.18,68.1,55100
261,213661,A. Christensen,22,Denmark,81,88,Chelsea,21500,91,Right,2,2,LCB,2013,2022-01-01,187.96,81.266,44100
262,212814,João Mário,25,Portugal,81,84,Inter,22500,71,Right,3,4,CAM,2016,2021-01-01,177.8,73.094,39900
263,210406,P. Zieliński,24,Poland,81,88,Napoli,24500,64,Right,3,4,RCM,2016,2021-01-01,180.34,74.91,46600
264,210243,Ricardo Pereira,24,Portugal,81,85,Leicester City,19000,64,Right,3,3,RB,2018,2023-01-01,175.26,69.916,37500
265,210035,Grimaldo,22,Spain,81,87,SL Benfica,20500,14,Left,3,3,LB,2016,2021-01-01,170.18,69.008,45100
266,209889,R. Guerreiro,24,Portugal,81,86,Borussia Dortmund,24000,54,Left,3,4,LM,2016,2020-01-01,170.18,71.278,42600
267,208135,A. Doucouré,25,France,81,85,Watford,19500,60,Right,2,3,RDM,2016,2023-01-01,182.88,76.272,38500
268,207664,C. Bacca,31,Colombia,81,81,Villarreal CF,16000,45,Right,3,3,LS,2018,2022-01-01,180.34,77.18,33600
269,206467,A. Plea,25,France,81,83,Borussia Mönchengladbach,22000,40,Right,2,4,LW,2018,2023-01-01,180.34,78.996,39100
270,205175,A. Milik,24,Poland,81,88,Napoli,25500,71,Left,3,4,CF,2016,2021-01-01,185.42,78.088,48500
271,204923,M. Sabitzer,24,Austria,81,84,RB Leipzig,22500,54,Right,2,3,LM,2014,2022-01-01,177.8,77.18,39900
272,204884,B. Mendy,23,France,81,86,Manchester City,20000,105,Left,2,3,LB,2017,2022-01-01,185.42,84.898,38500
273,204024,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,17000,35,Right,2,3,CDM,2016,2021-01-01,190.5,76.272,30200
274,202857,K. Bellarabi,28,Germany,81,81,Bayer 04 Leverkusen,18000,76,Right,3,4,RM,2011,2021-01-01,182.88,81.266,30600
275,202685,S. Zaza,27,Italy,81,82,Torino,21000,48,Left,2,4,RS,2016,2019-06-30,185.42,83.99,4585.060806
276,200726,B. Lecomte,27,France,81,84,Montpellier HSC,15000,27,Left,2,1,GK,2017,2021-01-01,185.42,78.088,31100
277,200610,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,22000,76,Left,2,3,ST,2016,2021-01-01,177.8,84.898,39100
278,200454,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,23500,59,Right,2,3,ST,2018,2023-01-01,175.26,72.186,41700
279,199715,Vitolo,28,Spain,81,81,Atlético Madrid,18000,65,Right,2,3,LM,2017,2022-01-01,185.42,78.996,36900
280,199042,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,17000,76,Right,2,3,LDM,2015,2020-01-01,170.18,69.916,28900
281,196889,S. Verdi,25,Italy,81,81,Napoli,19500,77,Left,2,4,RW,2018,2023-01-01,170.18,60.836,33200
282,193532,G. Medel,30,Chile,81,81,Beşiktaş JK,13000,56,Right,3,3,RCB,2017,2020-01-01,170.18,64.922,24700
283,193165,J. Corona,25,Mexico,81,83,FC Porto,21500,18,Right,3,5,RM,2015,2020-01-01,172.72,62.198,44600
284,193105,A. Areola,25,France,81,85,Paris Saint-Germain,16500,61,Right,2,1,GK,2010,2019-01-01,195.58,93.978,31800
285,192641,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,17500,42,Right,2,2,CB,2016,2022-01-01,193.04,84.898,31100
286,191740,Ander Herrera,28,Spain,81,81,Manchester United,17500,140,Right,3,3,CM,2014,2019-01-01,182.88,69.916,32400
287,190972,E. Salvio,27,Argentina,81,81,SL Benfica,18500,19,Right,2,4,RW,2012,2019-01-01,172.72,77.18,37000
288,190813,S. El Shaarawy,25,Italy,81,82,Roma,21000,77,Right,3,5,LM,2016,2020-01-01,177.8,72.186,37300
289,189881,C. Smalling,28,England,81,82,Manchester United,16000,130,Right,3,2,RCB,2010,2019-01-01,193.04,81.266,30800
290,189362,Hulk,31,Brazil,81,81,Shanghai SIPG FC,15500,25,Left,4,4,RCM,2017,2020-01-01,180.34,84.898,34100
291,189358,S. Kagawa,29,Japan,81,81,Borussia Dortmund,17500,65,Right,3,4,CAM,2014,2020-01-01,175.26,68.1,29800
292,188988,M. Lanzini,25,Argentina,81,85,West Ham United,23000,90,Right,2,4,CAM,2016,2020-01-01,167.64,59.02,45400
293,187072,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,18000,43,Right,2,4,CF,2015,2021-01-01,180.34,79.904,30600
294,185239,O. Toprak,28,Turkey,81,82,Borussia Dortmund,16000,59,Right,3,2,CB,2017,2021-01-01,185.42,83.082,28400
295,183900,D. Perotti,29,Argentina,81,81,Roma,17500,84,Right,3,4,LW,2016,2021-01-01,177.8,69.916,29800
296,179784,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,13000,1,Right,3,2,RCB,2018,2022-01-01,187.96,77.18,27300
297,179645,S. Kjær,29,Denmark,81,81,Sevilla FC,14000,23,Right,3,2,RCB,2017,2021-01-01,187.96,83.99,29400
298,177458,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,14000,69,Right,2,2,LCB,2017,2021-01-01,185.42,79.904,23800
299,177326,M. Valbuena,33,France,81,81,Fenerbahçe SK,11000,86,Right,3,3,LM,2017,2019-01-01,167.64,63.106,20900
300,175379,Pedro León,31,Spain,81,81,SD Eibar,15500,32,Right,2,4,RM,2016,2020-01-01,182.88,73.094,32600
301,173771,L. Piszczek,33,Poland,81,81,Borussia Dortmund,7000,57,Right,3,2,RB,2010,2020-01-01,182.88,78.996,11900
302,173221,A. Candreva,31,Italy,81,81,Inter,15500,74,Right,3,4,RM,2016,2021-01-01,180.34,69.916,26400
303,172522,D. Wass,29,Denmark,81,81,Valencia CF,17000,46,Right,2,4,RB,2018,2022-01-01,180.34,74.002,35700
304,170368,E. Lamela,26,Argentina,81,82,Tottenham Hotspur,21000,105,Left,2,4,RM,2013,2022-01-01,182.88,79.904,40400
305,169595,D. Rose,27,England,81,81,Tottenham Hotspur,14500,92,Left,3,3,LB,2007,2021-01-01,175.26,76.272,26800
306,169416,C. Vela,29,Mexico,81,81,Los Angeles FC,17500,15,Left,3,4,RW,2018,2022-01-01,177.8,77.18,26300
307,169195,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,16500,28,Right,2,3,LCM,2016,2021-01-01,185.42,86.26,36300
308,164835,L. Fabiański,33,Poland,81,81,West Ham United,9000,70,Right,2,1,GK,2018,2021-01-01,190.5,83.082,17100
309,162347,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,15000,85,Right,3,3,RCM,2018,2020-01-01,170.18,60.836,28500
310,161956,Borja Valero,33,Spain,81,81,Inter,11000,74,Right,3,4,CAM,2017,2020-01-01,175.26,73.094,18700
311,159261,F. Quagliarella,35,Italy,81,81,Sampdoria,8000,39,Right,2,4,RS,2016,2019-01-01,180.34,78.996,13600
312,159145,B. Gomis,32,France,81,81,Al Hilal,14000,56,Right,3,4,ST,2018,2020-01-01,182.88,77.18,23800
313,157960,Manuel Fernandes,32,Portugal,81,81,Lokomotiv Moscow,14000,1,Right,2,4,LM,2014,2019-01-01,175.26,74.91,29400
314,156519,H. Herrera,28,Mexico,81,81,FC Porto,17500,20,Right,3,3,CM,2013,2019-01-01,182.88,72.186,35000
315,144622,Raffael,33,Brazil,81,81,Borussia Mönchengladbach,11000,41,Right,2,4,CF,2013,2019-01-01,175.26,69.008,18700
316,139068,Nani,31,Portugal,81,81,Sporting CP,15500,19,Right,3,5,LM,2018,2020-01-01,177.8,68.1,31000
317,138412,J. Milner,32,England,81,81,Liverpool,13500,120,Right,2,3,CM,2015,2020-01-01,175.26,69.916,25700
318,112316,J. Mathieu,34,France,81,81,Sporting CP,5500,18,Left,3,2,LCB,2017,2019-01-01,187.96,83.99,11000
319,45186,Joaquín,36,Spain,81,81,Real Betis,6000,24,Right,2,4,LS,2015,2020-01-01,177.8,74.91,12600
320,235790,K. Havertz,19,Germany,80,89,Bayer 04 Leverkusen,22000,32,Left,1,4,CAM,2016,2022-01-01,187.96,83.082,41800
321,235569,T. Ndombele,21,France,80,89,Olympique Lyonnais,22500,51,Right,1,4,CM,2018,2023-01-01,180.34,76.272,47300
322,234906,H. Aouar,20,France,80,90,Olympique Lyonnais,23500,51,Right,1,4,LM,2016,2023-01-01,175.26,69.916,49400
323,234153,Carlos Soler,21,Spain,80,87,Valencia CF,21000,31,Right,1,4,RM,2015,2021-01-01,180.34,76.272,48300
324,234035,Odriozola,22,Spain,80,88,Real Madrid,18500,115,Right,1,3,RB,2018,2024-01-01,175.26,66.284,41600
325,230347,Welington Dano,30,Brazil,80,80,Cruzeiro,10500,34,Left,1,4,LB,2018,2021-01-01,177.8,69.008,20000
326,230234,Everton Andrão,34,Brazil,80,80,Fluminense,4500,34,Right,1,2,CDM,2018,2021-01-01,177.8,74.91,8500
327,230142,Oyarzabal,21,Spain,80,87,Real Sociedad,21000,29,Left,1,3,CAM,2014,2024-01-01,180.34,78.088,48300
328,226851,B. Pavard,22,France,80,86,VfB Stuttgart,17500,33,Right,1,3,RB,2016,2021-01-01,185.42,76.272,33300
329,226226,G. Lo Celso,22,Argentina,80,86,Real Betis,20000,72,Left,1,3,RCM,2016,2019-06-30,175.26,69.916,4585.060806
330,224334,M. Acuña,26,Argentina,80,80,Sporting CP,12500,16,Left,2,4,LB,2017,2023-01-01,172.72,69.008,25000
331,224293,Rúben Neves,21,Portugal,80,87,Wolverhampton Wanderers,20500,59,Right,2,3,LCM,2017,2023-01-01,180.34,79.904,43100
332,221540,Raúl,28,Brazil,80,80,SC Braga,12000,19,Left,1,2,CB,2017,2022-01-01,187.96,81.266,24000
333,220477,M. Caldara,24,Italy,80,86,Milan,17500,73,Right,2,2,CB,2018,2023-01-01,187.96,79.904,33300
334,219809,T. Bakayoko,23,France,80,85,Milan,17000,85,Right,2,3,LCM,2016,2019-06-30,187.96,84.898,4585.060806
335,218339,M. Dahoud,22,Germany,80,86,Borussia Dortmund,20000,50,Right,2,4,CM,2017,2022-01-01,177.8,68.1,38000
336,216547,Rafa,25,Portugal,80,83,SL Benfica,18500,17,Right,2,4,RW,2016,2021-01-01,172.72,66.284,38400
337,215316,G. Rulli,26,Argentina,80,85,Real Sociedad,14000,26,Right,3,1,GK,2017,2022-01-01,187.96,83.99,30500
338,214584,F. Armani,31,Argentina,80,80,River Plate,9000,22,Right,1,1,GK,2018,2022-01-01,187.96,88.076,12600
339,212692,Rony Lopes,22,Portugal,80,85,AS Monaco,20000,65,Left,2,4,RM,2015,2022-01-01,175.26,68.1,39500
340,212623,Santi Mina,22,Spain,80,85,Valencia CF,20000,40,Right,1,3,LS,2015,2021-01-01,180.34,77.18,43500
341,211748,K. Demirbay,24,Germany,80,84,TSG 1899 Hoffenheim,19500,37,Left,2,4,RCM,2016,2022-01-01,182.88,72.186,34600
342,211688,Gayà,23,Spain,80,85,Valencia CF,16500,33,Left,2,3,LB,2012,2023-01-01,172.72,66.284,35900
343,211575,André Gomes,24,Portugal,80,85,Everton,19500,130,Right,3,4,LDM,2016,2019-06-30,187.96,83.99,4585.060806
344,211256,N. Tagliafico,25,Argentina,80,82,Ajax,15000,20,Left,2,3,LB,2018,2022-01-01,170.18,64.922,22100
345,210896,M. Sanson,23,France,80,85,Olympique de Marseille,19500,47,Right,2,4,RDM,2017,2021-01-01,180.34,73.094,38500
346,209960,Pacheco,26,Spain,80,83,Deportivo Alavés,13000,23,Left,1,1,GK,2015,2020-01-01,185.42,81.266,28300
347,208333,E. Can,24,Germany,80,85,Juventus,19500,91,Right,2,3,CM,2018,2022-01-01,182.88,82.174,33600
348,208128,H. Çalhanoğlu,24,Turkey,80,84,Milan,19500,89,Right,3,4,CAM,2017,2021-01-01,177.8,76.272,34600
349,207862,M. Ginter,24,Germany,80,82,Borussia Mönchengladbach,15500,28,Right,2,2,RWB,2017,2021-01-01,187.96,83.082,27500
350,207599,M. Keane,25,England,80,83,Everton,15500,88,Right,2,2,RCB,2017,2022-01-01,190.5,82.174,30600
351,205988,L. Shaw,22,England,80,85,Manchester United,16500,96,Left,2,3,LB,2014,2023-01-01,180.34,74.91,31800
352,205693,S. Haller,24,France,80,83,Eintracht Frankfurt,19000,41,Right,1,3,RS,2017,2021-01-01,190.5,91.254,33700
353,205525,Bernard,25,Brazil,80,81,Everton,17500,97,Right,2,4,LM,2018,2022-01-01,165.1,59.928,34600
354,205114,T. Inui,30,Japan,80,80,Real Betis,14000,30,Right,1,4,LM,2018,2021-01-01,170.18,63.106,29400
355,205070,Portu,26,Spain,80,81,Girona FC,17500,37,Right,1,3,RM,2016,2022-01-01,177.8,69.916,38100
356,203841,N. Pope,26,England,80,83,Burnley,13000,48,Right,1,1,GK,2016,2020-01-01,200.66,76.272,25700
357,203747,Héctor Bellerín,23,Spain,80,85,Arsenal,16500,85,Right,3,3,RB,2014,2023-01-01,177.8,74.002,32600
358,203042,J. Butland,25,England,80,85,Stoke City,14000,39,Right,2,1,GK,2013,2021-01-01,195.58,94.886,27700
359,202849,J. Vestergaard,25,Denmark,80,81,Southampton,14500,51,Right,2,2,CB,2018,2022-01-01,198.12,98.064,28600
360,202695,J. Tarkowski,25,England,80,83,Burnley,15500,56,Right,1,2,RCB,2016,2022-01-01,193.04,81.266,30600
361,202477,Deulofeu,24,Spain,80,82,Watford,18500,56,Right,3,4,RS,2018,2023-01-01,177.8,73.094,36500
362,202335,E. Dier,24,England,80,84,Tottenham Hotspur,16500,73,Right,2,2,CDM,2014,2021-01-01,187.96,89.892,31800
363,201377,J. Murillo,26,Colombia,80,84,Valencia CF,16000,38,Right,2,2,LCB,2018,2022-01-01,182.88,78.088,34800
364,201119,Ismaily,28,Brazil,80,80,Shakhtar Donetsk,11500,1,Left,1,4,LB,2013,2023-01-01,177.8,82.174,24200
365,200536,N. Schulz,25,Germany,80,81,TSG 1899 Hoffenheim,14500,37,Left,1,3,LWB,2017,2020-01-01,180.34,78.088,25700
366,200458,L. Digne,24,France,80,84,Everton,16000,79,Left,2,4,LB,2018,2023-01-01,177.8,74.002,31600
367,200318,M. Uth,26,Germany,80,81,FC Schalke 04,17500,42,Left,1,3,ST,2018,2022-01-01,185.42,72.186,31100
368,200315,Cristian Tello,26,Spain,80,80,Real Betis,16000,30,Right,2,3,LM,2017,2022-01-01,177.8,64.922,33600
369,199110,L. Muriel,27,Colombia,80,81,Sevilla FC,17500,24,Right,2,4,ST,2017,2022-01-01,177.8,78.996,38100
370,198784,A. Oxlade-Chamberlain,24,England,80,85,Liverpool,19500,94,Right,2,4,CM,2017,2022-01-01,175.26,69.916,38500
371,194879,Sergi Enrich,28,Spain,80,80,SD Eibar,15500,34,Right,2,3,RS,2015,2019-01-01,180.34,77.18,32600
372,194229,Hugo Mallo,27,Spain,80,81,RC Celta,13500,27,Right,2,3,RB,2009,2023-01-01,175.26,72.186,29400
373,194022,André Almeida,27,Portugal,80,80,SL Benfica,12000,15,Right,2,3,RB,2011,2021-01-01,185.42,79.904,24000
374,193886,D. Didavi,28,Germany,80,80,VfB Stuttgart,15000,44,Left,2,3,CAM,2018,2021-01-01,180.34,77.18,25500
375,193061,R. Pereyra,27,Argentina,80,80,Watford,15500,65,Right,2,4,LM,2016,2021-01-01,182.88,77.18,29500
376,192789,Mario Gaspar,27,Spain,80,80,Villarreal CF,12000,35,Right,2,3,RB,2008,2023-01-01,182.88,74.002,25200
377,191687,Maicon,29,Brazil,80,80,Galatasaray SK,11500,63,Right,2,2,CB,2017,2021-01-01,190.5,88.984,21900
378,190815,D. Blind,28,Netherlands,80,80,Ajax,12000,22,Left,3,3,LB,2018,2022-01-01,180.34,72.186,16800
379,190778,J. Zoet,27,Netherlands,80,83,PSV,12500,16,Right,2,1,GK,2009,2021-01-01,187.96,88.076,18400
380,190286,Canales,27,Spain,80,80,Real Betis,15500,30,Left,2,3,RCM,2018,2022-01-01,180.34,74.002,32600
381,190264,Iago Falqué,28,Spain,80,80,Torino,15000,59,Left,3,4,RW,2017,2022-01-01,175.26,69.008,25500
382,189805,L. de Jong,27,Netherlands,80,80,PSV,16000,23,Right,2,2,ST,2014,2021-01-01,187.96,86.26,22400
383,189690,Guaita,31,Spain,80,80,Crystal Palace,9000,48,Right,2,1,GK,2018,2021-01-01,190.5,79.904,17100
384,189575,Muniain,25,Spain,80,83,Athletic Club de Bilbao,18500,31,Right,2,4,CAM,2009,2024-01-01,170.18,63.106,40200
385,189354,Susaeta,30,Spain,80,80,Athletic Club de Bilbao,14000,33,Right,2,4,RW,2007,2019-01-01,177.8,68.1,29400
386,189251,S. Rudy,28,Germany,80,80,FC Schalke 04,12000,37,Right,2,3,CDM,2018,2022-01-01,177.8,74.002,20400
387,188943,K. Trapp,27,Germany,80,81,Eintracht Frankfurt,11500,61,Right,2,1,GK,2016,2019-06-30,187.96,86.26,4585.060806
388,188005,Camacho,28,Spain,80,81,VfL Wolfsburg,13500,51,Right,2,2,CDM,2017,2021-01-01,182.88,74.91,24000
389,186569,S. Ulreich,29,Germany,80,80,FC Bayern München,10000,61,Right,2,1,GK,2015,2021-01-01,193.04,83.99,16500
390,186547,M. Musacchio,27,Argentina,80,80,Milan,12500,85,Right,3,3,RCB,2017,2021-01-01,180.34,73.094,21300
391,184120,Bruno,34,Spain,80,80,Villarreal CF,7000,39,Left,3,3,CM,2005,2020-01-01,182.88,73.094,14700
392,183427,F. Delph,28,England,80,80,Manchester City,11500,120,Left,2,3,LB,2015,2020-01-01,175.26,78.088,21300
393,180819,A. Lallana,30,England,80,80,Liverpool,13500,110,Right,3,4,CM,2014,2021-01-01,177.8,73.094,25700
394,180334,Marcelo,31,Brazil,80,80,Olympique Lyonnais,10000,64,Right,2,2,RCB,2017,2021-01-01,190.5,84.898,19000
395,180216,S. Coleman,29,Republic of Ireland,80,80,Everton,11000,97,Right,2,3,RWB,2009,2022-01-01,177.8,67.192,20900
396,180175,Alexandre Pato,28,Brazil,80,80,Tianjin Quanjian FC,15500,35,Right,3,4,ST,2017,2019-01-01,180.34,81.266,33300
397,178424,Antunes,31,Portugal,80,80,Getafe CF,9500,27,Left,2,3,LB,2018,2020-01-01,175.26,69.008,20000
398,177604,Nacho Monreal,32,Spain,80,80,Arsenal,8000,99,Left,2,3,LB,2013,2019-01-01,177.8,72.186,15200
399,177600,Beñat,31,Spain,80,80,Athletic Club de Bilbao,12500,30,Right,2,3,LCM,2013,2020-01-01,177.8,76.272,26300
400,176915,A. Fernández,32,Argentina,80,80,Beijing Renhe FC,11000,20,Right,2,4,LDM,2018,2019-01-01,177.8,73.094,23700
401,176600,K. Gameiro,31,France,80,80,Valencia CF,13500,45,Right,3,3,ST,2018,2021-01-01,172.72,69.916,28400
402,176376,I. Piatti,33,Argentina,80,80,Montreal Impact,9000,13,Right,2,5,LW,2014,2020-01-01,180.34,76.272,13500
403,173373,S. Romero,31,Argentina,80,80,Manchester United,9000,91,Right,3,1,GK,2015,2021-01-01,193.04,87.168,16700
404,173208,D. Criscito,31,Italy,80,80,Genoa,10000,21,Left,2,3,LCB,2018,2023-01-01,182.88,74.91,17000
405,172114,D. Valeri,32,Argentina,80,80,Portland Timbers,11500,12,Right,2,3,RF,2013,2018-01-01,177.8,74.91,17300
